rank,entry,entry_type,frequency_band,category,usage_note
1260,cookie,word,Medium,Food and drink,Common standalone word used in daily conversation
1261,egg,word,Medium,Food and drink,Common standalone word used in daily conversation
1262,fries,word,Medium,Food and drink,Common standalone word used in daily conversation
1263,icecream,word,Medium,Food and drink,Common standalone word used in daily conversation
1264,juice,word,Medium,Food and drink,Common standalone word used in daily conversation
1265,lamb,word,Medium,Food and drink,Common standalone word used in daily conversation
1266,lemonade,word,Medium,Food and drink,Common standalone word used in daily conversation
1267,mango,word,Medium,Food and drink,Common standalone word used in daily conversation
1268,meal,word,Medium,Food and drink,Common standalone word used in daily conversation
1269,noodles,word,Medium,Food and drink,Common standalone word used in daily conversation
1270,pasta,word,Medium,Food and drink,Common standalone word used in daily conversation
1271,pepper,word,Medium,Food and drink,Common standalone word used in daily conversation
1272,pizza,word,Medium,Food and drink,Common standalone word used in daily conversation
1273,salad,word,Medium,Food and drink,Common standalone word used in daily conversation
1274,salt,word,Medium,Food and drink,Common standalone word used in daily conversation
1275,sandwich,word,Medium,Food and drink,Common standalone word used in daily conversation
1276,sauce,word,Medium,Food and drink,Common standalone word used in daily conversation
1277,smoothie,word,Medium,Food and drink,Common standalone word used in daily conversation
1278,snack,word,Medium,Food and drink,Common standalone word used in daily conversation
1279,soda,word,Medium,Food and drink,Common standalone word used in daily conversation
1280,soup,word,Medium,Food and drink,Common standalone word used in daily conversation
1281,sugar,word,Medium,Food and drink,Common standalone word used in daily conversation
1282,adult,word,Medium,People and relationships,Common standalone word used in daily conversation
1283,aunt,word,Medium,People and relationships,Common standalone word used in daily conversation
1284,baby,word,Medium,People and relationships,Common standalone word used in daily conversation
1285,bestie,word,Medium,People and relationships,Common standalone word used in daily conversation
1286,boyfriend,word,Medium,People and relationships,Common standalone word used in daily conversation
1287,brother,word,Medium,People and relationships,Common standalone word used in daily conversation
1288,buddy,word,Medium,People and relationships,Common standalone word used in daily conversation
1289,classmate,word,Medium,People and relationships,Common standalone word used in daily conversation
1290,colleague,word,Medium,People and relationships,Common standalone word used in daily conversation
1291,couple,word,Medium,People and relationships,Common standalone word used in daily conversation
1292,cousin,word,Medium,People and relationships,Common standalone word used in daily conversation
1293,crowd,word,Medium,People and relationships,Common standalone word used in daily conversation
1294,customer,word,Medium,People and relationships,Common standalone word used in daily conversation
1295,friends,word,Medium,People and relationships,Common standalone word used in daily conversation
1296,girlfriend,word,Medium,People and relationships,Common standalone word used in daily conversation
1297,grandma,word,Medium,People and relationships,Common standalone word used in daily conversation
1298,grandpa,word,Medium,People and relationships,Common standalone word used in daily conversation
1299,guard,word,Medium,People and relationships,Common standalone word used in daily conversation
1300,guest,word,Medium,People and relationships,Common standalone word used in daily conversation
1301,host,word,Medium,People and relationships,Common standalone word used in daily conversation
1302,husband,word,Medium,People and relationships,Common standalone word used in daily conversation
1303,mate,word,Medium,People and relationships,Common standalone word used in daily conversation
1304,neighbor,word,Medium,People and relationships,Common standalone word used in daily conversation
1305,nurse,word,Medium,People and relationships,Common standalone word used in daily conversation
1306,officer,word,Medium,People and relationships,Common standalone word used in daily conversation
1307,parents,word,Medium,People and relationships,Common standalone word used in daily conversation
1308,partner,word,Medium,People and relationships,Common standalone word used in daily conversation
1309,relatives,word,Medium,People and relationships,Common standalone word used in daily conversation
1310,roommate,word,Medium,People and relationships,Common standalone word used in daily conversation
1311,sister,word,Medium,People and relationships,Common standalone word used in daily conversation
1312,student,word,Medium,People and relationships,Common standalone word used in daily conversation
1313,teacher,word,Medium,People and relationships,Common standalone word used in daily conversation
1314,teenager,word,Medium,People and relationships,Common standalone word used in daily conversation
1315,toddler,word,Medium,People and relationships,Common standalone word used in daily conversation
1316,tourist,word,Medium,People and relationships,Common standalone word used in daily conversation
1317,uncle,word,Medium,People and relationships,Common standalone word used in daily conversation
1318,visitor,word,Medium,People and relationships,Common standalone word used in daily conversation
1319,wife,word,Medium,People and relationships,Common standalone word used in daily conversation
1320,apartment,word,Medium,Places,Common standalone word used in daily conversation
1321,ATM,word,Medium,Places,Common standalone word used in daily conversation
1322,bakery,word,Medium,Places,Common standalone word used in daily conversation
1323,bank,word,Medium,Places,Common standalone word used in daily conversation
1324,bedroom,word,Medium,Places,Common standalone word used in daily conversation
1325,clinic,word,Medium,Places,Common standalone word used in daily conversation
1326,entrance,word,Medium,Places,Common standalone word used in daily conversation
1327,exit,word,Medium,Places,Common standalone word used in daily conversation
1328,hostel,word,Medium,Places,Common standalone word used in daily conversation
1329,kitchen,word,Medium,Places,Common standalone word used in daily conversation
1330,mall,word,Medium,Places,Common standalone word used in daily conversation
1331,reception,word,Medium,Places,Common standalone word used in daily conversation
1332,university,word,Medium,Places,Common standalone word used in daily conversation
1333,airline,word,Medium,Travel words,Common standalone word used in daily conversation
1334,carryon,word,Medium,Travel words,Common standalone word used in daily conversation
1335,checkin,word,Medium,Travel words,Common standalone word used in daily conversation
1336,checkout,word,Medium,Travel words,Common standalone word used in daily conversation
1337,ferry,word,Medium,Travel words,Common standalone word used in daily conversation
1338,flight,word,Medium,Travel words,Common standalone word used in daily conversation
